budget,genres,id,release_date,runtime,title,score
25000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",1268,2007-03-22,90,Mr. Bean's Holiday,6.1
20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",11237,2004-08-26,97,Anacondas: The Hunt for the Blood Orchid,4.9
25500000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",190955,2013-08-22,128,Blood Ties,6
25000000,"[{""id"": 18, ""name"": ""Drama""}]",5123,2007-11-21,114,August Rush,7.1
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",4518,1998-09-13,124,Elizabeth,7.1
25000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",11932,1998-10-16,89,Bride of Chucky,5.5
25485000,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]",11165,1970-01-26,144,Tora! Tora! Tora!,6.9
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",6116,1997-12-19,93,Spice World,4.7
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",57431,2011-12-09,81,The Sitter,5.4
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",21724,2009-05-22,83,Dance Flick,4.7
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",278,1994-09-23,142,The Shawshank Redemption,8.5
21150000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",9290,2001-04-12,92,Crocodile Dundee in Los Angeles,4.7
27000000,"[{""id"": 35, ""name"": ""Comedy""}]",11543,1996-07-04,113,Kingpin,6.7
25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",284536,2014-12-25,111,The Gambler,5.7
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",152737,2013-12-26,121,August: Osage County,6.9
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13374,2005-03-17,98,Ice Princess,5.9
30000000,"[{""id"": 35, ""name"": ""Comedy""}]",8976,2005-04-22,107,A Lot Like Love,6.5
23000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",319888,2016-02-26,106,Eddie the Eagle,7.2
25000000,"[{""id"": 18, ""name"": ""Drama""}]",9469,1998-05-01,136,He Got Game,6.7
25000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1909,1994-10-01,97,Don Juan DeMarco,6.2
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",22971,2010-02-04,115,Dear John,6.6
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",34813,2010-04-23,97,The Losers,6.2
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",46261,2010-11-06,99,Don't Be Afraid of the Dark,5.4
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10431,2007-08-24,103,War,6
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8051,2002-10-25,95,Punch-Drunk Love,6.9
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",9352,2004-02-20,93,EuroTrip,6.5
13000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",10167,2002-11-15,98,Half Past Dead,4.6
26000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",18147,2006-12-08,90,Unaccompanied Minors,5.4
0,"[{""id"": 18, ""name"": ""Drama""}]",17170,1988-04-01,107,"Bright Lights, Big City",4.7
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",18975,1996-07-26,90,The Adventures of Pinocchio,5
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",15487,2005-09-30,120,The Greatest Game Ever Played,6.9
30000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",22825,2009-09-17,115,The Box,5.4
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",11152,2008-04-02,91,The Ruins,5.6
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",1831,2000-03-03,108,The Next Best Thing,4.3
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",43931,2010-10-08,107,My Soul to Take,5.2
25000000,"[{""id"": 35, ""name"": ""Comedy""}]",10591,2004-04-09,108,The Girl Next Door,6.3
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",10861,1996-09-13,100,Maximum Risk,5.2
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",12770,2002-09-13,85,Stealing Harvard,4.4
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",276907,2015-09-09,131,Legend,6.7
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10074,2007-08-03,88,Hot Rod,6.3
28000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",65055,2011-09-02,91,Shark Night,4.9
25,"[{""id"": 18, ""name"": ""Drama""}]",10397,1999-12-25,145,Angela's Ashes,7
25000000,"[{""id"": 18, ""name"": ""Drama""}]",200505,2014-04-11,109,Draft Day,6.5
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",11954,1985-06-20,116,Lifeforce,6.2
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",60309,2010-09-10,122,The Conspirator,6.2
25000000,"[{""id"": 18, ""name"": ""Drama""}]",9787,2005-06-03,107,Lords of Dogtown,7
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",293646,2015-08-06,120,The 33,6
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",6978,1986-05-30,99,Big Trouble in Little China,7.1
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",133698,2012-10-29,104,Fly Me to the Moon,5.6
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",59440,2011-09-09,140,Warrior,7.7
28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1770,1996-10-25,132,Michael Collins,6.7
0,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",10655,1993-10-08,254,Gettysburg,6.6
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",8988,2008-03-28,113,Stop-Loss,6.1
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",15992,2002-10-14,99,Abandon,4.6
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",17707,1999-08-13,100,Brokedown Palace,6.2
14000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",77883,2012-08-30,92,The Possession,5.8
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",40001,1996-04-19,105,Mrs. Winterbourne,5.3
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",64639,2011-09-16,110,Straw Dogs,5.5
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9903,2006-10-14,116,The Hoax,6.4
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",21338,1991-05-17,92,Stone Cold,5.7
32000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",20766,2009-11-25,111,The Road,6.8
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",24264,1984-08-17,117,Sheena,5
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",19803,2005-09-02,95,Underclassman,5.5
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",20309,2001-03-12,95,Say It Isn't So,4.8
25000000,"[{""id"": 18, ""name"": ""Drama""}]",9912,2005-10-12,127,The World's Fastest Indian,7.3
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9067,1995-03-31,98,Tank Girl,5.5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",27360,2005-04-22,95,King's Ransom,5.1
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8338,2008-05-14,121,Blindness,6.4
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",168705,2005-10-22,95,BloodRayne,3.5
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",72113,2011-09-16,80,Carnage,7
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",9729,2005-10-07,107,Where the Truth Lies,5.9
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",94352,2012-11-09,91,Cirque du Soleil: Worlds Away,6.1
25000000,"[{""id"": 18, ""name"": ""Drama""}]",22256,1998-09-11,117,Without Limits,6.2
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",12404,2009-11-25,114,Me and Orson Welles,6.6
13500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",152742,2013-01-01,124,The Best Offer,7.7
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",11699,2009-09-11,122,The Bad Lieutenant: Port of Call - New Orleans,6
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",49953,2010-08-03,88,A Turtle's Tale: Sammy's Adventures,5.6
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",48034,2010-10-20,154,Little White Lies,7.1
0,"[{""id"": 18, ""name"": ""Drama""}]",39845,2010-06-30,117,Love Ranch,6
0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}]",25353,2009-04-01,82,The True Story of Puss 'n Boots,3.8
25000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",36696,2010-03-18,85,Space Dogs,6.3
25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",109091,2013-10-25,117,The Counselor,5
25000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",38543,2011-03-03,121,Ironclad,6.2
25000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",33157,1970-10-26,128,Waterloo,7
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",290864,2014-10-31,100,Kung Fu Jungle,6.5
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",242166,2014-03-12,100,Red Sky,4.1
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",859,1988-12-16,119,Dangerous Liaisons,7
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",83770,2012-05-22,137,On the Road,5.5
24000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",168,1986-11-25,119,Star Trek IV: The Voyage Home,6.9
24000000,"[{""id"": 18, ""name"": ""Drama""}]",1246,2006-12-20,102,Rocky Balboa,6.5
24000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",4233,1997-12-09,120,Scream 2,6.1
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",174751,2016-01-01,98,Jane Got a Gun,5.4
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",184098,2014-06-20,105,Think Like a Man Too,6.4
41300000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2069,2000-02-18,98,The Whole Nine Yards,6.2
8200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1788,1984-02-17,107,Footloose,6.4
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",11635,2003-02-21,91,Old School,6.6
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",177,1991-09-09,137,The Fisher King,7.2
65000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3600,1998-11-13,100,I Still Know What You Did Last Summer,5.1
24000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2621,2000-04-07,115,Return to Me,6.1
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",10358,2008-09-18,102,Zack and Miri Make a Porno,6.1
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10480,2000-09-08,108,Nurse Betty,5.9
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",10313,2009-10-17,93,The Men Who Stare at Goats,5.9
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",18828,2001-01-12,88,Double Take,5.5
40000000,"[{""id"": 18, ""name"": ""Drama""}]",3558,1999-12-21,127,"Girl, Interrupted",7.6
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",13476,2004-01-23,95,Win a Date with Tad Hamilton!,5.5
24000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",10208,1999-07-14,87,Muppets from Space,5.8
24000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",24961,1978-10-24,134,The Wiz,5.9
24000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",20697,2000-04-07,107,Ready to Rumble,4.7
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",20761,1999-12-25,124,Play It to the Bone,5.7
24000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",70868,2011-09-16,89,I Don't Know How She Does It,5
24000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",43593,2010-08-20,88,Piranha 3D,5.3
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",6478,2004-12-17,118,Beyond the Sea,6.5
24000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",40688,1998-03-27,93,Meet the Deedles,4.1
28000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",26672,1993-09-23,72,The Thief and the Cobbler,6.8
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",45881,2004-01-01,120,The Bridge of San Luis Rey,5.4
24000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",41283,2010-11-23,98,Faster,6.1
24000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",4935,2004-11-19,119,Howl's Moving Castle,8.2
23600000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",19908,2009-10-07,88,Zombieland,7.2
23000000,"[{""id"": 35, ""name"": ""Comedy""}]",10663,1998-11-06,90,The Waterboy,5.9
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1891,1980-05-17,124,The Empire Strikes Back,8.2
19000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9737,1995-04-07,118,Bad Boys,6.5
23000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",37137,1991-06-28,85,The Naked Gun 2½: The Smell of Fear,6.6
23000000,"[{""id"": 27, ""name"": ""Horror""}]",9532,2000-03-16,98,Final Destination,6.4
12500000,"[{""id"": 18, ""name"": ""Drama""}]",10316,2011-09-24,101,The Ides of March,6.5
23000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",2787,2000-02-18,108,Pitch Black,6.7
23000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",12658,2001-03-30,97,Someone Like You...,6
23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",152601,2013-12-18,126,Her,7.9
23000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",10866,2001-10-05,97,Joy Ride,6.3
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",227707,2013-12-05,99,The Adventurer: The Curse of the Midas Box,5.1
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",21349,1999-11-12,114,Anywhere But Here,5.9
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",19150,2000-08-21,88,The Crew,6.4
23000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",70435,2011-11-06,93,Haywire,5.6
23000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",580,1987-07-17,89,Jaws: The Revenge,3.5
0,"[{""id"": 18, ""name"": ""Drama""}]",9819,1996-12-18,98,Marvin's Room,6.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",13579,2008-08-22,94,The Longshots,6.5
23000000,"[{""id"": 18, ""name"": ""Drama""}]",20024,1999-12-03,102,The End of the Affair,6.6
23000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2453,1991-08-23,98,Harley Davidson and the Marlboro Man,6.1
23000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",6973,2007-08-31,124,In the Valley of Elah,6.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",11156,2009-04-22,110,Coco Before Chanel,6.6
11000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}]",354110,2015-09-16,90,Forsaken,5.8
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",22215,2009-02-10,86,Cheri,5.9
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11632,2004-09-01,141,Vanity Fair,5.5
23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",30596,2009-12-18,139,Bodyguards and Assassins,6.5
25000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3021,2007-07-12,104,1408,6.5
22700000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",957,1987-06-24,96,Spaceballs,6.7
22500000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}]",256917,2014-12-25,112,The Water Diviner,6.8
22000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",251,1990-07-12,127,Ghost,6.9
23000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",544,1998-07-15,119,There's Something About Mary,6.5
22000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11395,1994-11-10,97,The Santa Clause,6.3
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",14635,2002-03-25,127,The Rookie,6.5
22000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13680,2007-09-28,110,The Game Plan,6
24000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",688,1995-05-28,135,The Bridges of Madison County,7.3
22000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",11090,2001-06-01,84,The Animal,4.6
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",783,1982-11-30,191,Gandhi,7.4
22000000,"[{""id"": 18, ""name"": ""Drama""}]",228194,2014-08-06,122,The Hundred-Foot Journey,7.3
22000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",1642,1995-07-28,114,The Net,5.6
22000000,"[{""id"": 18, ""name"": ""Drama""}]",10950,2001-12-28,132,I Am Sam,7.2
22000000,"[{""id"": 18, ""name"": ""Drama""}]",235260,2014-02-28,138,Son of God,5.9
22000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",277,2003-09-19,121,Underworld,6.6
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",8999,2005-11-11,108,Derailed,6.1
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",11323,2009-09-18,108,The Informant!,6
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10445,1993-12-25,131,Shadowlands,6.8
22000000,"[{""id"": 35, ""name"": ""Comedy""}]",11453,2005-08-06,83,Deuce Bigalow: European Gigolo,4.7
26000000,"[{""id"": 35, ""name"": ""Comedy""}]",146239,2013-10-10,105,Delivery Man,6.2
0,"[{""id"": 53, ""name"": ""Thriller""}]",205588,2016-05-05,108,Our Kind of Traitor,6
22000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",10878,2001-02-09,90,Saving Silverman,5.4
22000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",82650,2012-08-02,94,Diary of a Wimpy Kid: Dog Days,6
